Mod:Item:MetaData, Localized Name
ThermalDynamics:cover:0, Крышка (Мангровые ступеньки)
ThermalDynamics:cover:0, Крышка (Ступеньки из тёмного дерева)
ThermalDynamics:cover:0, Крышка (Ступеньки из дерева времени)
ThermalDynamics:cover:0, Крышка (Ступеньки из дерева трансформации)
ThermalDynamics:cover:0, Крышка (Ступеньки из дерева шахтёра)
ThermalDynamics:cover:0, Крышка (Ступеньки из дерева сортировки)
ThermalDynamics:cover:0, Крышка (tile.TFDoorTwilight.0.name)
ThermalDynamics:cover:0, Крышка (tile.TFDoorCanopy.0.name)
ThermalDynamics:cover:0, Крышка (tile.TFDoorMangrove.0.name)
ThermalDynamics:cover:0, Крышка (tile.TFDoorDarkwood.0.name)
ThermalDynamics:cover:0, Крышка (tile.TFDoorTime.0.name)
ThermalDynamics:cover:0, Крышка (tile.TFDoorTrans.0.name)
ThermalDynamics:cover:0, Крышка (tile.TFDoorMine.0.name)
ThermalDynamics:cover:0, Крышка (tile.TFDoorSort.0.name)
ThermalDynamics:cover:0, Крышка (Люк из сумеречного дуба)
ThermalDynamics:cover:0, Крышка (Люк из сумеречной сосны)
ThermalDynamics:cover:0, Крышка (Мангровый люк)
ThermalDynamics:cover:0, Крышка (Люк из тёмного дерева)
ThermalDynamics:cover:0, Крышка (Люк из дерева времени)
ThermalDynamics:cover:0, Крышка (Люк из дерева трансформации)
ThermalDynamics:cover:0, Крышка (Люк из дерева шахтёра)
ThermalDynamics:cover:0, Крышка (Люк из дерева сортировки)
ThermalDynamics:cover:0, Крышка (Корни)
ThermalDynamics:cover:0, Крышка (Замшелые корни)
ThermalDynamics:cover:0, Крышка (Листва сумеречного дуба)
ThermalDynamics:cover:0, Крышка (Листва сумеречной сосны)
ThermalDynamics:cover:0, Крышка (Листва сумеречной берёзы)
ThermalDynamics:cover:0, Крышка (Разноцветная листва)
ThermalDynamics:cover:0, Крышка (Блок портала в сумеречный лес)
ThermalDynamics:cover:0, Крышка (Камень лабиринта)
ThermalDynamics:cover:0, Крышка (Кладка из камня лабиринта)
ThermalDynamics:cover:0, Крышка (Гладкая лабиринтовая кладка)
ThermalDynamics:cover:0, Крышка (Декоративная лабиринтовая кладка)
ThermalDynamics:cover:0, Крышка (Потресканая лабиринтовая кладка)
ThermalDynamics:cover:0, Крышка (Замшелая лабиринтовая кладка)
ThermalDynamics:cover:0, Крышка (Узорчатая лабиринтовая кладка)
ThermalDynamics:cover:0, Крышка (Двойная узорчатая лабиринтовая кладка)
ThermalDynamics:cover:0, Крышка (Хеджа)
ThermalDynamics:cover:0, Крышка (Баночка со светлячком)
ThermalDynamics:cover:0, Крышка (Покров мха)
ThermalDynamics:cover:0, Крышка (Четырёхлистный клевер)
ThermalDynamics:cover:0, Крышка (Сверкающая трава)
ThermalDynamics:cover:0, Крышка (Светогриб)
ThermalDynamics:cover:0, Крышка (Лесная трава)
ThermalDynamics:cover:0, Крышка (Мёртвый куст)
ThermalDynamics:cover:0, Крышка (Факелонтовый росток)
ThermalDynamics:cover:0, Крышка (Висячие корни)
ThermalDynamics:cover:0, Крышка (Анти верстак)
ThermalDynamics:cover:0, Крышка (Резной нагакамень)
ThermalDynamics:cover:0, Крышка (Замшелый резной нагакамень)
ThermalDynamics:cover:0, Крышка (Потрескавшийся резной нагакамень)
ThermalDynamics:cover:0, Крышка (Ступеньки из нагакамня (Левые))
ThermalDynamics:cover:0, Крышка (Ступеньки из нагакамня (Правые))
ThermalDynamics:cover:0, Крышка (Ступеньки из замшелого нагакамня (Левые))
ThermalDynamics:cover:0, Крышка (Ступеньки из замшелого нагакамня (Правые))
ThermalDynamics:cover:0, Крышка (Ступеньки из потрескавшегося нагакамня (Левые))
ThermalDynamics:cover:0, Крышка (Ступеньки из потрескавшегося нагакамня (Правые))
ThermalDynamics:cover:0, Крышка (Колонна из нагакамня)
ThermalDynamics:cover:0, Крышка (Колонна из замшелого нагакамня)
ThermalDynamics:cover:0, Крышка (Колонна из потрескавшегося нагакамня)
ThermalDynamics:cover:0, Крышка (Спиральные каменные кирпичи)
ThermalDynamics:cover:0, Крышка (Саженец сумеречного дуба)
ThermalDynamics:cover:0, Крышка (Саженец сумеречной сосны)
ThermalDynamics:cover:0, Крышка (Саженец сумеречной берёзы)
ThermalDynamics:cover:0, Крышка (Саженец тёмного дерева)
ThermalDynamics:cover:0, Крышка (Саженец большого сумеречного дуба)
ThermalDynamics:cover:0, Крышка (Саженец дерева времени)
ThermalDynamics:cover:0, Крышка (Саженец мудрого дерева)
ThermalDynamics:cover:0, Крышка (Саженец дерева шахтёра)
ThermalDynamics:cover:0, Крышка (Саженец сортировочного дерева)
ThermalDynamics:cover:0, Крышка (Саженец разноцветного дерева)
ThermalDynamics:cover:0, Крышка (Дерево времени)
ThermalDynamics:cover:0, Крышка (Загадочное дерево)
ThermalDynamics:cover:0, Крышка (Дерево шахтёра)
ThermalDynamics:cover:0, Крышка (Правильное дерево)
ThermalDynamics:cover:0, Крышка (Листва дерева времени)
ThermalDynamics:cover:0, Крышка (Листва мудрого дерева)
ThermalDynamics:cover:0, Крышка (Листва шахтёра)
ThermalDynamics:cover:0, Крышка (Листва сортировки)
ThermalDynamics:cover:0, Крышка (Дерево времени)
ThermalDynamics:cover:0, Крышка (Мудрое дерево)
ThermalDynamics:cover:0, Крышка (Ядро дерева шахтёра)
ThermalDynamics:cover:0, Крышка (Ядро дерева сортировки)
ThermalDynamics:cover:0, Крышка (Планки тёмной башни)
ThermalDynamics:cover:0, Крышка (Боковые планки тёмной башни)
ThermalDynamics:cover:0, Крышка (Трестнутые планки тёмной башни)
ThermalDynamics:cover:0, Крышка (Замшелые планки тёмной башни)
ThermalDynamics:cover:0, Крышка (Инфицированные планки тёмной башни)
ThermalDynamics:cover:0, Крышка (Восстанавливающийся блок)
ThermalDynamics:cover:0, Крышка (Исчезающий блок)
ThermalDynamics:cover:0, Крышка (Заблокированный восстанавливающийся блок)
ThermalDynamics:cover:0, Крышка (Разблокированый восстанавливающийся блок)
ThermalDynamics:cover:0, Крышка (Строитель башни)
ThermalDynamics:cover:0, Крышка (Карминитовый реактор)
ThermalDynamics:cover:0, Крышка (Восстанавливающийся блок)
ThermalDynamics:cover:0, Крышка (Активный восстанавливающийся блок)
ThermalDynamics:cover:0, Крышка (Блок строителя башни)
ThermalDynamics:cover:0, Крышка (Активный блок строители башни)
ThermalDynamics:cover:0, Крышка (Анти-строитель башни)
ThermalDynamics:cover:0, Крышка (Обломки карминитового реактора)
ThermalDynamics:cover:0, Крышка (Поддельное золото)
ThermalDynamics:cover:0, Крышка (Поддельный алмаз)
ThermalDynamics:cover:0, Крышка (Крепкий щит)
ThermalDynamics:cover:0, Крышка (Трофейный пьедестал)
ThermalDynamics:cover:0, Крышка (Активированный трофейный пьедестал)
ThermalDynamics:cover:0, Крышка (Блок Авроры)
ThermalDynamics:cover:0, Крышка (Подземные кирпичи)
